season,daynum,wteam,wscore,lteam,lscore,wloc,numot
O,117,824,78,742,64,H,0
O,117,827,89,515,72,A,0
O,117,833,78,547,70,H,0
O,117,835,88,594,61,A,0
O,117,838,81,777,76,H,0
O,117,840,59,841,52,A,0
O,117,843,74,549,68,H,0
O,117,844,87,654,71,A,0
O,117,845,78,622,74,A,0
O,117,846,76,749,55,H,0
O,117,847,62,816,51,A,0
O,117,850,75,550,66,H,0
O,118,551,53,595,50,A,0
O,118,577,67,830,49,A,0
O,118,589,80,704,74,H,1
O,118,611,85,507,79,H,1
O,118,627,49,782,48,A,0
O,118,628,73,625,57,H,0
O,118,651,78,559,76,A,0
O,118,653,71,658,59,H,0
O,118,660,84,764,83,A,1
O,118,700,77,785,55,H,0
O,118,729,79,715,60,H,0
O,118,733,84,842,79,H,0
O,118,744,86,541,70,H,0
O,118,766,76,659,51,H,0
O,118,789,65,641,53,A,0
O,118,806,66,808,43,H,0
O,118,828,78,524,69,H,0
O,118,853,78,743,76,H,2
O,119,506,52,734,43,A,0
O,119,523,66,837,45,A,0
O,119,610,95,649,81,H,0
O,119,632,57,514,54,H,0
O,119,683,81,693,67,H,0
O,119,685,65,608,61,A,0
O,119,707,67,560,57,A,0
O,119,747,91,593,65,H,0
O,119,793,87,721,76,H,0
O,119,804,98,505,57,H,0
O,119,815,81,600,79,H,0
O,119,822,76,597,39,H,0
O,119,843,81,603,68,H,0
O,120,521,86,796,68,A,0
O,120,551,91,606,80,H,0
O,120,552,80,654,66,H,0
O,120,553,82,832,73,H,0
O,120,556,81,698,68,A,0
O,120,574,89,826,82,A,0
O,120,579,68,580,61,H,0
O,120,583,68,809,66,A,0
O,120,607,78,563,59,H,0
O,120,660,69,651,48,H,0
O,120,670,83,673,55,H,0
O,120,676,69,629,67,A,1
O,120,682,87,634,54,H,0
O,120,687,84,791,51,H,0
O,120,708,69,668,62,H,0
O,120,720,73,623,57,H,0
O,120,738,74,625,55,H,0
O,120,740,64,545,61,H,1
O,120,763,93,733,80,H,0
O,120,771,63,573,59,A,0
O,120,772,66,801,57,H,0
O,120,786,85,778,66,H,0
O,120,792,68,519,65,A,0
O,120,814,84,614,73,H,0
O,120,824,80,661,76,A,0
O,120,827,64,592,60,A,0
O,120,829,77,549,73,A,0
O,120,844,81,855,67,H,0
O,120,845,73,622,67,H,0
O,120,848,80,645,72,H,0
O,120,852,58,502,49,H,0
O,121,504,79,769,70,A,0
O,121,509,62,692,60,H,0
O,121,518,89,675,80,H,0
O,121,527,68,830,55,H,0
O,121,536,71,821,51,A,0
O,121,595,51,839,47,H,0
O,121,616,67,533,64,A,0
O,121,617,78,742,70,H,0
O,121,633,76,710,69,N,0
O,121,636,82,637,65,H,0
O,121,638,72,646,69,N,0
O,121,640,80,604,68,A,0
O,121,641,89,663,78,H,0
O,121,642,73,555,65,H,0
O,121,644,64,517,45,H,0
O,121,662,79,577,72,H,0
O,121,666,70,805,65,A,0
O,121,671,67,729,65,H,0
O,121,701,73,788,66,H,0
O,121,705,73,819,64,A,0
O,121,715,72,548,49,H,0
O,121,717,58,559,50,H,0
O,121,741,80,546,58,H,0
O,121,751,103,716,75,A,0
O,121,754,68,557,55,H,0
O,121,757,77,807,74,H,0
O,121,761,60,664,59,H,0
O,121,765,54,542,49,A,0
O,121,775,92,578,80,H,0
O,121,779,80,599,71,A,0
O,121,787,79,643,55,A,0
O,121,789,57,780,51,A,0
O,121,790,80,515,73,H,0
O,121,794,76,722,61,H,0
O,121,795,83,820,76,A,0
O,121,802,58,767,55,H,0
O,121,831,71,695,59,H,0
O,121,849,67,628,40,H,0
O,121,853,82,596,56,A,0
O,122,506,81,608,76,H,0
O,122,511,78,810,73,H,0
O,122,512,59,818,54,H,0
O,122,514,84,685,68,H,0
O,122,526,82,613,63,H,0
O,122,537,56,581,55,A,0
O,122,553,92,814,73,H,0
O,122,565,70,806,66,H,0
O,122,571,57,665,37,H,0
O,122,575,63,749,61,N,0
O,122,586,72,540,64,N,0
O,122,593,69,523,64,H,0
O,122,597,66,650,59,H,0
O,122,610,90,619,42,H,0
O,122,618,91,709,81,A,0
O,122,620,86,756,76,H,0
O,122,632,70,505,64,A,0
O,122,648,63,588,61,H,0
O,122,667,87,522,81,H,0
O,122,669,73,534,62,H,0
O,122,674,72,655,59,H,0
O,122,678,52,587,46,N,0
O,122,683,74,560,54,H,0
O,122,686,65,777,50,H,0
O,122,690,60,798,58,H,0
O,122,699,100,702,92,H,0
O,122,707,67,693,66,A,0
O,122,719,82,529,60,H,0
O,122,726,59,841,55,H,0
O,122,727,70,564,64,A,0
O,122,731,73,737,71,H,0
O,122,734,75,773,69,A,0
O,122,739,84,679,75,H,0
O,122,743,60,569,56,H,0
O,122,745,71,544,63,H,0
O,122,764,85,746,74,A,0
O,122,770,85,803,79,H,1
O,122,804,84,508,67,A,0
O,122,823,65,706,57,H,0
O,122,836,67,520,52,H,0
O,122,837,61,747,59,A,0
O,122,840,86,725,72,A,0
O,122,848,61,740,46,N,0
O,123,530,81,562,62,N,0
O,123,541,72,659,54,N,0
O,123,547,82,600,62,N,0
O,123,550,55,752,43,N,0
O,123,561,95,531,76,A,0
O,123,574,62,844,53,N,0
O,123,585,66,568,59,N,0
O,123,586,69,638,64,N,0
O,123,612,67,728,66,A,0
O,123,615,68,605,67,N,0
O,123,624,69,626,65,N,0
O,123,635,77,576,65,N,0
O,123,639,74,503,61,A,0
O,123,647,76,808,74,H,0
O,123,652,87,730,84,N,0
O,123,658,94,653,79,N,0
O,123,667,66,633,63,H,0
O,123,682,76,792,47,N,0
O,123,687,55,579,51,N,0
O,123,714,55,575,40,N,0
O,123,736,71,567,43,H,0
O,123,753,61,758,59,N,0
O,123,778,90,573,82,A,3
O,123,799,91,816,74,N,0
O,123,815,66,598,65,N,0
O,123,825,66,570,49,N,0
O,123,845,82,552,75,N,0
O,123,846,73,678,63,N,0
O,123,854,65,558,48,H,0
O,124,504,73,518,61,H,0
O,124,505,81,608,60,H,0
O,124,508,69,734,67,H,0
O,124,510,71,550,61,N,0
O,124,511,86,818,84,H,2
O,124,512,56,810,46,H,0
O,124,516,89,513,82,N,1
O,124,521,92,793,77,H,0
O,124,526,85,756,56,H,0
O,124,528,87,611,46,A,0
O,124,535,68,845,59,H,0
O,124,536,107,788,77,A,0
O,124,539,71,783,61,A,0
O,124,542,76,664,72,A,0
O,124,548,81,706,75,H,0
O,124,554,96,547,69,N,0
O,124,556,101,796,90,H,0
O,124,557,76,821,67,H,0
O,124,558,65,531,56,A,0
O,124,561,79,854,59,A,0
O,124,572,71,594,64,N,0
O,124,577,82,708,50,H,0
O,124,578,111,596,100,H,0
O,124,586,72,667,66,A,0
O,124,589,67,541,57,N,0
O,124,595,61,668,60,A,0
O,124,603,74,549,47,H,0
O,124,620,78,613,69,H,0
O,124,625,88,715,80,H,1
O,124,629,85,637,82,A,1
O,124,631,77,834,68,N,0
O,124,632,60,506,59,A,0
O,124,636,77,676,56,A,0
O,124,651,78,786,68,H,0
O,124,652,84,755,76,N,0
O,124,655,50,604,48,H,0
O,124,661,73,767,57,A,0
O,124,662,74,830,68,A,0
O,124,663,69,741,67,H,0
O,124,666,75,802,53,H,0
O,124,674,68,515,66,A,0
O,124,680,81,713,60,H,0
O,124,687,62,682,51,N,0
O,124,699,79,650,68,H,0
O,124,700,68,657,57,N,0
O,124,704,68,627,64,N,0
O,124,705,73,643,61,H,0
O,124,712,74,615,71,N,2
O,124,714,57,530,40,N,0
O,124,717,63,660,60,A,1
O,124,718,85,677,70,N,0
O,124,722,74,698,55,H,0
O,124,723,86,799,56,N,0
O,124,725,74,841,66,H,0
O,124,727,66,565,47,A,0
O,124,728,78,567,68,H,0
O,124,731,83,746,54,H,0
O,124,732,72,753,57,N,0
O,124,733,68,681,65,A,0
O,124,736,54,612,51,H,0
O,124,738,64,729,60,A,0
O,124,743,89,546,84,A,1
O,124,744,69,782,57,N,0
O,124,754,61,502,42,A,0
O,124,761,86,716,77,H,0
O,124,763,74,823,64,A,0
O,124,764,92,737,80,A,0
O,124,766,78,658,61,H,0
O,124,768,52,590,51,N,0
O,124,769,77,827,73,A,0
O,124,770,97,618,84,H,0
O,124,771,75,559,68,H,0
O,124,772,75,583,65,A,0
O,124,779,74,641,59,H,0
O,124,780,71,569,66,A,0
O,124,785,68,507,59,N,0
O,124,787,82,819,79,H,0
O,124,789,70,599,57,H,0
O,124,790,75,675,59,A,0
O,124,794,69,721,54,A,0
O,124,795,101,751,97,H,1
O,124,801,79,617,76,H,0
O,124,803,71,709,68,A,0
O,124,804,66,773,62,A,0
O,124,806,92,564,86,A,1
O,124,807,91,538,84,A,1
O,124,809,66,742,59,A,0
O,124,812,76,811,75,N,0
O,124,817,74,852,56,H,0
O,124,820,65,765,63,A,0
O,124,822,81,702,63,H,0
O,124,824,52,805,50,H,0
O,124,825,75,602,60,N,0
O,124,828,76,813,59,N,0
O,124,831,88,606,82,A,0
O,124,833,68,585,57,N,0
O,124,835,83,703,58,N,0
O,124,840,82,726,70,A,0
O,124,843,68,829,66,A,1
O,124,846,65,624,61,N,0
O,124,847,70,635,65,N,0
O,124,848,64,553,53,A,0
O,124,850,59,815,47,N,0
O,124,851,69,574,50,N,0
O,124,853,93,775,72,H,0
O,125,510,77,554,54,N,0
O,125,528,70,785,63,N,0
O,125,534,72,798,54,H,0
O,125,572,73,672,58,N,0
O,125,581,65,690,59,H,0
O,125,589,69,704,63,N,0
O,125,607,77,652,62,N,0
O,125,630,71,748,66,N,0
O,125,640,74,592,66,H,0
O,125,642,66,616,63,H,0
O,125,644,79,509,57,H,0
O,125,671,64,670,48,H,0
O,125,673,88,628,53,H,0
O,125,695,66,527,54,H,0
O,125,711,69,812,66,N,0
O,125,714,67,846,52,N,0
O,125,719,85,520,77,A,1
O,125,723,73,825,69,N,1
O,125,724,65,689,64,N,1
O,125,739,83,648,78,H,0
O,125,745,80,686,62,H,0
O,125,766,72,744,62,H,0
O,125,770,83,706,49,H,0
O,125,781,69,732,55,N,0
O,125,800,67,768,55,N,0
O,125,828,57,700,38,N,0
O,125,835,65,516,64,N,0
O,125,836,75,529,73,H,0
O,125,839,70,551,65,H,0
O,125,847,47,712,45,N,0
O,125,849,72,623,57,A,0
O,125,850,77,833,58,N,0
O,126,631,69,724,65,N,0
O,126,711,63,572,56,N,0
O,126,718,71,630,58,N,0
O,126,723,60,847,53,N,0
O,126,766,72,589,65,H,1
O,126,781,81,607,62,N,0
O,126,800,54,835,48,N,0
O,126,850,56,510,51,N,0
O,127,523,64,593,53,N,0
O,127,535,70,851,45,H,0
O,127,549,69,746,68,N,0
O,127,569,70,599,60,H,0
O,127,663,59,546,56,A,0
O,127,680,68,688,63,N,0
O,127,693,65,619,55,N,0
O,127,711,66,800,63,N,0
O,127,718,76,631,64,N,0
O,127,736,68,728,56,H,0
O,127,741,87,779,76,H,0
O,127,764,109,737,106,N,0
O,127,771,58,573,49,N,0
O,127,775,83,578,71,H,0
O,127,778,73,559,51,H,0
O,127,842,69,733,60,H,0
O,128,502,59,852,40,N,0
O,128,514,69,685,66,N,0
O,128,538,73,807,69,N,0
O,128,549,69,651,66,N,0
O,128,564,84,565,76,N,0
O,128,571,57,523,55,N,0
O,128,603,69,771,49,N,0
O,128,608,65,632,57,N,0
O,128,617,93,583,80,N,0
O,128,618,80,548,77,N,0
O,128,660,57,778,55,A,0
O,128,665,64,560,58,N,0
O,128,680,66,842,65,A,0
O,128,683,84,693,57,N,0
O,128,698,75,676,60,N,0
O,128,706,70,709,57,N,0
O,128,717,68,764,56,N,0
O,128,722,81,721,67,N,0
O,128,725,82,841,80,N,1
O,128,745,52,739,50,A,0
O,128,751,62,705,57,N,0
O,128,761,79,795,78,N,1
O,128,765,77,819,54,N,0
O,128,772,57,801,47,N,0
O,128,787,78,820,66,N,0
O,128,793,82,629,75,N,0
O,128,796,82,556,67,N,0
O,128,802,73,742,62,N,0
O,128,803,56,823,53,A,0
O,128,809,69,767,53,N,0
O,129,503,97,581,89,N,2
O,129,504,68,769,63,N,0
O,129,506,56,505,45,N,0
O,129,521,86,793,67,N,0
O,129,536,95,788,85,N,0
O,129,539,90,725,74,N,0
O,129,592,78,518,69,N,0
O,129,603,91,786,84,N,0
O,129,604,77,515,64,N,0
O,129,606,62,708,58,N,0
O,129,610,73,707,70,N,0
O,129,617,66,666,65,N,0
O,129,636,80,796,68,N,0
O,129,637,83,722,64,N,0
O,129,647,79,538,69,N,0
O,129,650,74,597,66,N,0
O,129,660,80,829,76,N,0
O,129,668,83,839,62,N,0
O,129,669,73,534,59,N,0
O,129,670,59,628,52,N,0
O,129,673,76,729,55,N,0
O,129,695,59,551,57,N,0
O,129,699,87,620,71,H,0
O,129,701,75,502,69,N,0
O,129,702,90,756,69,N,0
O,129,715,73,625,58,N,0
O,129,717,50,731,45,N,0
O,129,719,81,639,64,N,0
O,129,747,59,665,53,N,0
O,129,751,88,761,85,N,0
O,129,754,72,557,71,N,0
O,129,765,60,787,53,N,0
O,129,772,58,805,44,N,0
O,129,783,70,512,61,N,0
O,129,790,59,655,49,N,0
O,129,794,70,698,64,N,0
O,129,802,80,661,64,N,0
O,129,804,66,734,49,N,0
O,129,806,68,564,65,N,0
O,129,810,75,511,69,N,0
O,129,817,73,821,61,H,0
O,129,822,84,526,60,N,0
O,129,824,76,809,54,N,0
O,129,830,68,527,62,N,0
O,129,836,69,537,60,N,0
O,129,840,59,726,52,N,0
O,129,843,54,549,51,N,0
O,130,503,66,836,64,N,0
O,130,514,46,506,44,N,0
O,130,539,85,810,72,N,0
O,130,577,57,830,46,N,0
O,130,603,80,660,57,N,0
O,130,606,69,662,64,N,0
O,130,617,74,772,66,N,0
O,130,618,74,706,64,N,0
O,130,623,58,849,54,N,0
O,130,636,79,794,66,N,0
O,130,637,82,521,75,N,0
O,130,640,73,504,67,N,0
O,130,644,74,642,59,H,0
O,130,647,68,727,61,N,0
O,130,668,70,831,65,N,0
O,130,673,72,671,67,N,1
O,130,675,75,592,69,N,0
O,130,683,74,610,67,N,0
O,130,695,58,595,52,N,0
O,130,702,80,699,79,A,0
O,130,719,54,669,42,N,0
O,130,720,69,670,68,N,0
O,130,738,69,715,61,N,0
O,130,741,63,780,47,N,0
O,130,743,77,663,72,N,0
O,130,747,70,571,66,A,1
O,130,754,72,701,69,N,0
O,130,757,76,806,62,N,0
O,130,770,76,803,71,N,0
O,130,789,69,775,51,N,0
O,130,790,76,674,65,N,0
O,130,804,60,608,57,N,0
O,130,817,70,536,66,H,0
O,130,822,85,650,55,N,0
O,130,824,75,802,61,N,0
O,130,827,78,604,66,N,0
O,130,840,79,783,64,N,0
O,130,843,53,717,51,N,0
O,130,853,78,569,73,N,0
O,131,514,50,804,38,N,0
O,131,577,77,668,74,N,0
O,131,606,57,695,54,N,0
O,131,617,81,824,73,N,0
O,131,636,72,637,64,N,0
O,131,640,74,790,45,N,0
O,131,673,69,738,42,N,0
O,131,675,62,827,52,N,0
O,131,683,68,747,61,N,0
O,131,702,69,822,63,N,0
O,131,719,81,503,75,N,1
O,131,720,88,623,81,N,2
O,131,743,89,853,85,N,1
O,131,751,64,765,48,N,0
O,131,754,55,817,45,A,0
O,131,757,69,647,64,N,0
O,131,770,91,618,86,N,0
O,131,789,57,741,44,N,0
O,131,828,83,528,70,H,0
O,131,840,79,539,75,N,0
O,131,843,60,603,58,N,0
O,132,577,65,606,61,N,0
O,132,640,75,675,74,N,1
O,132,720,90,673,61,N,0
O,132,789,56,743,52,N,0
P,7,623,79,807,65,H,0
P,7,662,105,763,76,H,0
P,7,731,83,741,75,H,0
P,7,793,83,692,52,H,0
P,9,623,84,798,45,H,0
P,9,662,75,554,74,H,0
P,9,731,97,622,54,H,0
P,9,793,89,650,58,H,0
P,11,504,76,593,37,H,0
P,11,509,62,777,52,H,0
P,11,510,89,802,86,A,0
P,11,513,57,767,47,A,0
P,11,519,64,780,62,A,0
P,11,521,87,608,52,H,0
P,11,527,79,776,49,H,0
P,11,531,69,596,65,A,0
P,11,536,83,597,56,H,0
P,11,537,70,564,67,N,0
P,11,541,80,775,70,H,0
P,11,551,87,833,64,H,0
P,11,552,71,532,57,H,0
P,11,556,88,621,80,H,0
P,11,559,79,785,52,H,0
P,11,561,65,507,61,A,0
P,11,562,71,506,57,H,0
P,11,576,75,653,72,A,0
P,11,590,70,806,63,N,0
P,11,592,77,816,60,H,0
P,11,595,75,710,55,H,0
P,11,601,78,546,70,A,0
P,11,603,62,723,59,A,0
P,11,604,72,685,70,H,0
P,11,606,52,545,39,H,0
P,11,607,117,773,72,H,0
P,11,613,77,681,59,H,0
P,11,617,63,705,62,H,1
P,11,619,54,529,52,H,0
P,11,625,88,591,60,H,0
P,11,626,69,803,46,N,0
P,11,629,78,713,64,H,0
P,11,630,70,584,55,A,0
P,11,636,113,649,75,H,0
P,11,637,75,635,61,H,0
P,11,639,73,627,72,N,0
P,11,640,88,586,65,H,0
P,11,641,82,558,71,H,0
P,11,648,87,707,64,H,0
P,11,654,73,580,57,H,0
P,11,655,87,716,78,H,0
P,11,657,71,823,66,A,1
P,11,660,97,734,58,H,0
P,11,663,77,744,67,H,0
P,11,666,104,543,40,H,0
P,11,668,89,633,77,H,0
P,11,669,60,799,57,H,0
P,11,671,96,581,66,H,0
P,11,673,69,850,55,H,0
P,11,674,68,516,60,H,0
P,11,675,75,791,65,H,0
P,11,678,78,724,61,H,0
P,11,683,81,652,79,A,0
P,11,695,82,792,69,H,0
P,11,698,76,770,68,H,0
P,11,702,92,811,76,A,0
P,11,708,80,646,66,H,0
P,11,712,66,528,64,H,0
P,11,715,97,690,78,A,0
P,11,717,98,600,61,H,0
P,11,720,102,693,61,H,0
P,11,721,77,560,57,H,0
P,11,725,97,689,92,H,1
P,11,727,66,824,61,A,0
P,11,729,70,644,56,H,0
P,11,732,80,845,60,H,0
P,11,733,83,730,81,H,0
P,11,736,78,746,73,H,1
P,11,743,79,550,37,H,0
P,11,748,67,579,55,A,0
P,11,755,97,763,76,H,0
P,11,756,67,582,60,A,0
P,11,757,65,572,49,N,0
P,11,758,82,563,77,H,0
P,11,769,94,585,79,H,0
P,11,772,60,771,53,A,0
P,11,784,89,839,79,A,0
P,11,786,68,714,46,H,0
P,11,788,86,632,62,H,0
P,11,789,62,764,56,H,0
P,11,790,82,547,62,H,0
P,11,794,88,508,56,H,0
P,11,796,86,812,67,H,0
P,11,801,91,665,62,A,0
P,11,810,83,565,50,H,0
P,11,814,70,518,69,A,1
P,11,817,85,808,41,H,0
P,11,825,101,815,86,H,0
P,11,827,88,735,47,H,0
P,11,829,68,533,52,H,0
P,11,830,76,847,52,H,0
P,11,831,70,540,60,H,0
P,11,835,98,779,70,A,0
P,11,838,63,642,58,H,0
P,11,843,95,718,71,H,0
P,11,853,68,836,65,H,0
P,11,855,64,752,61,H,0
P,12,524,62,555,60,A,0
P,12,534,88,692,46,H,0
P,12,544,64,611,62,N,0
P,12,546,90,747,81,H,0
P,12,552,78,627,68,H,0
P,12,554,93,616,84,A,0
P,12,557,82,514,51,H,0
P,12,569,67,686,52,H,0
P,12,575,60,804,46,H,0
P,12,589,62,750,45,N,0
P,12,590,85,845,76,N,0
P,12,602,66,612,53,H,0
P,12,613,84,564,70,H,0
P,12,623,85,749,63,H,0
P,12,639,90,532,49,N,0
P,12,654,86,626,74,H,0
P,12,658,75,706,70,A,0
P,12,670,66,760,35,H,0
P,12,681,65,537,58,N,1
P,12,689,68,757,60,N,0
P,12,699,81,680,66,H,0
P,12,701,63,574,54,H,0
P,12,719,88,570,69,H,0
P,12,722,86,618,73,H,0
P,12,725,68,572,56,H,0
P,12,728,69,568,64,H,0
P,12,731,95,710,49,H,0
P,12,732,75,806,60,H,0
P,12,737,87,567,52,H,0
P,12,739,84,854,75,N,0
P,12,745,55,782,30,H,0
P,12,754,81,647,65,A,0
P,12,803,67,580,53,N,0
P,12,805,78,762,56,H,0
P,12,818,62,807,49,H,0
P,12,822,77,842,65,H,0
P,12,828,80,766,76,A,0
P,12,840,118,664,64,H,0
P,12,841,86,773,47,H,0
P,13,511,90,621,42,H,0
P,13,520,77,579,46,H,0
P,13,532,74,627,72,N,0
P,13,538,76,763,60,A,0
P,13,552,69,639,66,H,0
P,13,562,74,713,70,H,0
P,13,563,80,566,78,A,1
P,13,573,114,548,81,H,0
P,13,577,97,736,60,H,0
P,13,580,64,626,59,N,1
P,13,595,97,815,73,A,0
P,13,607,86,631,56,H,0
P,13,617,88,508,68,H,0
P,13,624,92,584,64,H,0
P,13,625,67,851,44,H,0
P,13,629,74,506,47,H,0
P,13,654,79,803,57,H,0
P,13,660,72,533,61,H,0
P,13,662,89,657,59,H,0
P,13,682,84,693,61,H,0
P,13,689,65,572,54,N,0
P,13,717,72,645,51,H,0
P,13,725,72,757,70,H,0
P,13,726,71,819,56,H,0
P,13,732,89,590,75,H,0
P,13,738,76,619,40,H,0
P,13,742,86,608,57,H,0
P,13,744,80,642,73,H,0
P,13,748,79,628,69,A,0
P,13,764,92,561,68,H,0
P,13,775,77,513,64,H,0
P,13,786,86,541,67,H,0
P,13,789,82,798,49,H,0
P,13,824,87,667,74,H,0
P,13,832,94,813,77,A,0
P,13,834,59,759,52,A,0
P,13,845,73,806,62,N,0
P,13,849,99,734,55,H,0
P,14,504,79,800,60,H,0
P,14,509,57,507,44,A,0
P,14,519,70,547,67,A,0
P,14,544,101,517,87,A,0
P,14,549,69,686,59,H,0
P,14,551,78,850,70,H,0
P,14,558,108,665,74,H,0
P,14,583,76,540,63,H,0
P,14,596,69,750,51,H,0
P,14,603,69,801,53,H,0
P,14,613,65,537,62,H,0
P,14,636,79,826,44,H,0
P,14,638,80,606,63,H,0
P,14,644,73,838,57,H,0
P,14,666,72,668,68,H,0
P,14,673,76,766,69,H,0
P,14,681,80,564,76,N,0
P,14,687,50,586,39,H,0
P,14,698,83,514,40,H,0
P,14,716,87,618,78,H,0
P,14,718,78,719,66,A,0
P,14,721,71,694,63,H,1
P,14,723,79,614,57,H,0
P,14,727,64,699,53,N,0
P,14,737,58,854,55,H,0
P,14,743,73,847,49,H,0
P,14,746,68,589,53,H,0
P,14,765,80,649,54,H,0
P,14,771,74,776,71,H,0
P,14,777,69,555,66,H,0
P,14,781,76,778,71,H,0
P,14,783,64,753,48,H,0
P,14,794,86,787,65,A,0
P,14,797,79,543,56,H,0
P,14,809,80,632,39,H,0
P,14,810,79,730,69,H,0
P,14,818,86,758,73,H,0
P,14,825,67,848,54,N,0
P,14,830,74,760,54,H,0
P,14,835,83,505,61,H,0
P,14,839,63,610,56,H,0
P,15,521,74,641,64,H,0
P,15,523,78,784,66,H,0
P,15,528,76,599,67,N,0
P,15,530,66,690,63,H,0
P,15,539,80,565,63,H,0
P,15,545,68,550,61,H,0
P,15,554,83,553,67,H,0
P,15,569,76,503,68,H,0
P,15,577,79,669,45,H,0
P,15,591,89,762,78,H,0
P,15,595,78,601,53,H,0
P,15,598,69,814,67,H,0
P,15,604,83,556,74,H,0
P,15,610,45,848,44,N,0
P,15,625,71,685,54,H,0
P,15,628,68,812,40,H,0
P,15,633,64,759,54,H,0
P,15,637,73,831,57,H,0
P,15,639,62,745,59,H,0
P,15,648,91,795,67,A,0
P,15,651,88,535,73,H,0
P,15,664,68,605,62,H,0
P,15,671,82,769,73,H,0
P,15,677,73,542,71,A,0
P,15,678,80,516,71,N,0
P,15,688,67,852,53,H,0
P,15,700,55,567,53,A,0
P,15,701,76,512,62,H,0
P,15,705,62,655,53,A,0
P,15,707,70,634,53,H,0
P,15,711,92,796,83,H,1
P,15,712,63,749,62,A,1
P,15,713,74,506,46,N,0
P,15,720,93,592,75,A,0
P,15,729,66,779,57,H,0
P,15,730,76,699,75,N,0
P,15,739,66,611,64,H,0
P,15,741,92,531,67,H,0
P,15,754,79,607,76,A,0
P,15,785,51,679,49,A,0
P,15,786,66,574,55,H,0
P,15,788,84,767,64,H,0
P,15,790,85,522,76,H,0
P,15,799,89,560,74,H,0
P,15,802,83,724,68,H,0
P,15,810,57,727,44,H,0
P,15,816,69,645,64,H,1
P,15,825,90,839,69,A,0
P,15,829,84,659,47,H,0
P,15,833,69,573,64,A,0
P,15,840,98,582,72,H,0
P,15,841,88,620,71,H,0
P,15,846,79,804,67,H,0
P,15,849,85,709,53,H,0
P,15,853,76,630,66,H,1
P,15,855,64,534,53,H,0
P,16,509,65,665,58,H,0
P,16,520,75,626,60,H,0
P,16,522,93,516,60,N,0
P,16,530,59,652,57,H,0
P,16,533,66,524,38,H,0
P,16,536,78,822,72,H,0
P,16,547,73,638,69,A,0
P,16,559,89,828,73,H,0
P,16,561,75,570,61,H,0
P,16,562,63,811,58,H,0
P,16,580,81,584,65,H,0
P,16,587,77,820,73,H,0
P,16,599,79,659,59,N,0
P,16,606,78,507,51,H,0
P,16,612,72,616,49,H,0
P,16,624,73,791,68,H,0
P,16,629,91,575,43,H,0
P,16,642,72,777,68,H,0
P,16,650,60,617,54,H,0
P,16,653,83,813,72,H,0
P,16,658,59,728,54,H,0
P,16,660,89,844,69,H,0
P,16,663,73,750,65,H,0
P,16,666,94,716,79,H,0
P,16,674,77,687,61,H,0
P,16,715,77,803,71,A,0
P,16,717,102,548,62,H,0
P,16,722,68,787,58,H,0
P,16,738,103,508,48,H,0
P,16,744,77,818,57,A,0
P,16,756,74,755,64,H,0
P,16,763,83,726,80,H,0
P,16,772,93,768,58,H,0
P,16,774,66,563,58,A,0
P,16,778,79,558,66,H,0
P,16,790,60,678,56,H,0
P,16,805,76,672,71,A,0
P,16,817,92,761,56,H,0
P,16,821,80,680,71,H,0
P,16,829,82,528,66,H,0
P,16,845,90,704,73,A,0
P,17,511,83,702,57,H,0
P,17,515,75,608,52,H,0
P,17,517,63,706,60,A,0
P,17,521,63,632,49,H,0
P,17,557,77,572,66,A,0
P,17,592,105,693,55,H,0
P,17,593,64,759,53,H,0
P,17,595,89,594,66,A,0
P,17,602,78,546,56,N,0
P,17,603,80,553,61,N,0
P,17,627,81,743,77,H,2
P,17,637,76,735,67,H,0
P,17,641,88,734,74,H,0
P,17,646,104,519,101,H,1
P,17,654,73,579,62,H,0
P,17,655,79,797,56,H,0
P,17,670,69,529,50,H,0
P,17,673,95,835,77,N,0
P,17,676,66,834,61,H,0
P,17,695,85,583,65,N,0
P,17,708,107,615,63,N,0
P,17,710,76,852,60,A,0
P,17,721,82,804,52,H,0
P,17,731,79,662,70,N,0
P,17,737,77,683,55,H,0
P,17,758,66,742,65,H,0
P,17,783,81,830,60,H,0
P,17,785,66,588,59,A,0
P,17,793,90,623,84,N,1
P,17,809,65,771,59,H,0
P,17,816,60,682,58,H,0
P,17,827,59,698,49,N,0
P,17,832,65,634,55,H,0
P,17,843,84,568,70,N,0
P,17,850,79,760,61,N,0
P,17,854,75,527,67,A,0
P,18,526,65,753,60,A,0
P,18,528,58,659,37,H,0
P,18,540,97,672,90,N,0
P,18,546,74,583,63,N,0
P,18,551,69,647,55,N,0
P,18,552,60,811,55,A,0
P,18,553,71,760,50,N,0
P,18,567,71,611,57,A,0
P,18,568,70,698,67,N,0
P,18,570,66,619,34,H,0
P,18,577,110,555,58,H,0
P,18,603,74,850,59,N,0
P,18,605,80,800,70,H,0
P,18,606,77,704,51,H,0
P,18,610,58,596,48,A,0
P,18,613,83,542,69,H,0
P,18,622,57,798,51,A,0
P,18,623,80,662,76,N,0
P,18,636,93,711,60,H,0
P,18,639,78,598,74,H,1
P,18,640,79,732,48,N,0
P,18,643,90,808,75,N,0
P,18,650,85,763,72,N,0
P,18,668,88,694,65,H,0
P,18,673,72,708,67,N,0
P,18,675,76,510,74,H,0
P,18,679,69,644,68,H,0
P,18,695,78,602,65,N,0
P,18,709,64,566,60,H,0
P,18,715,71,514,45,H,0
