"","lo_win","year","hiteam","loteam","hi.G","hi.MP","hi.FG","hi.FGA","hi.FG_percent","hi.X2P","hi.X2PA","hi.X2P_percent","hi.X3P","hi.X3PA","hi.X3P_percent","hi.FT","hi.FTA","hi.FT_percent","hi.ORB","hi.DRB","hi.TRB","hi.AST","hi.STL","hi.BLK","hi.TOV","hi.PF","hi.PTS","hi.PTSperG","lo.G","lo.MP","lo.FG","lo.FGA","lo.FG_percent","lo.X2P","lo.X2PA","lo.X2P_percent","lo.X3P","lo.X3PA","lo.X3P_percent","lo.FT","lo.FTA","lo.FT_percent","lo.ORB","lo.DRB","lo.TRB","lo.AST","lo.STL","lo.BLK","lo.TOV","lo.PF","lo.PTS","lo.PTSperG"
"692",0,2010,843,840,38,7725,942,2190,0.43,685,1428,0.48,257,762,0.337,611,868,0.704,585,882,1467,589,213,155,451,686,2752,72.4,36,7225,1004,2212,0.454,813,1644,0.495,191,568,0.336,652,905,0.72,476,888,1364,515,264,151,460,766,2851,79.2
"693",1,2010,781,521,34,6825,944,1950,0.484,660,1251,0.528,284,699,0.406,496,652,0.761,370,874,1244,543,168,176,394,560,2668,78.5,36,7250,993,2040,0.487,738,1378,0.536,255,662,0.385,530,731,0.725,443,965,1408,508,237,242,491,639,2771,77
"694",1,2010,738,577,35,7025,867,1957,0.443,680,1369,0.497,187,588,0.318,546,755,0.723,351,819,1170,493,248,162,381,651,2467,70.5,40,8000,1049,2375,0.442,748,1593,0.47,301,782,0.385,682,899,0.759,582,978,1560,555,266,162,440,722,3081,77
"695",1,2010,714,671,35,7000,747,1741,0.429,514,1082,0.475,233,659,0.354,489,645,0.758,333,797,1130,367,198,70,372,556,2216,63.3,37,7425,974,2068,0.471,787,1525,0.516,187,543,0.344,523,764,0.685,487,939,1426,606,242,123,514,666,2658,71.8
"696",0,2010,790,720,37,7425,991,2174,0.456,773,1493,0.518,218,681,0.32,520,775,0.671,441,912,1353,530,290,136,490,733,2720,73.5,37,7450,983,1999,0.492,707,1291,0.548,276,708,0.39,498,716,0.696,337,897,1234,545,262,157,423,565,2740,74.1
"697",1,2010,637,535,37,7500,981,2182,0.45,728,1479,0.492,253,703,0.36,734,1098,0.668,559,878,1437,541,274,187,529,828,2949,79.7,38,7625,845,1911,0.442,585,1150,0.509,260,761,0.342,661,896,0.738,353,888,1241,464,267,86,456,685,2611,68.7
"698",0,2010,843,640,38,7725,942,2190,0.43,685,1428,0.48,257,762,0.337,611,868,0.704,585,882,1467,589,213,155,451,686,2752,72.4,38,7675,1066,2228,0.478,835,1531,0.545,231,697,0.331,649,971,0.668,548,1036,1584,573,279,273,547,641,3012,79.3
"699",0,2010,577,521,40,8000,1049,2375,0.442,748,1593,0.47,301,782,0.385,682,899,0.759,582,978,1560,555,266,162,440,722,3081,77,36,7250,993,2040,0.487,738,1378,0.536,255,662,0.385,530,731,0.725,443,965,1408,508,237,242,491,639,2771,77
"700",1,2010,790,671,37,7425,991,2174,0.456,773,1493,0.518,218,681,0.32,520,775,0.671,441,912,1353,530,290,136,490,733,2720,73.5,37,7425,974,2068,0.471,787,1525,0.516,187,543,0.344,523,764,0.685,487,939,1426,606,242,123,514,666,2658,71.8
"701",1,2010,671,535,37,7425,974,2068,0.471,787,1525,0.516,187,543,0.344,523,764,0.685,487,939,1426,606,242,123,514,666,2658,71.8,38,7625,845,1911,0.442,585,1150,0.509,260,761,0.342,661,896,0.738,353,888,1241,464,267,86,456,685,2611,68.7
"702",1,2010,843,577,38,7725,942,2190,0.43,685,1428,0.48,257,762,0.337,611,868,0.704,585,882,1467,589,213,155,451,686,2752,72.4,40,8000,1049,2375,0.442,748,1593,0.47,301,782,0.385,682,899,0.759,582,978,1560,555,266,162,440,722,3081,77
"703",0,2010,577,535,40,8000,1049,2375,0.442,748,1593,0.47,301,782,0.385,682,899,0.759,582,978,1560,555,266,162,440,722,3081,77,38,7625,845,1911,0.442,585,1150,0.509,260,761,0.342,661,896,0.738,353,888,1241,464,267,86,456,685,2611,68.7
"704",1,2011,805,551,31,6350,756,1725,0.438,517,1027,0.503,239,698,0.342,368,513,0.717,352,757,1109,420,164,97,387,514,2119,68.4,34,6850,810,1827,0.443,593,1197,0.495,217,630,0.344,493,703,0.701,384,793,1177,445,272,161,447,624,2330,68.5
"705",0,2011,814,513,34,6951,881,1950,0.452,713,1435,0.497,168,515,0.326,576,810,0.711,400,813,1213,492,310,152,505,664,2506,73.7,36,7275,825,1938,0.426,583,1323,0.441,242,615,0.393,565,819,0.69,377,827,1204,433,212,89,428,740,2457,68.3
"706",0,2011,820,506,34,6800,802,1871,0.429,568,1204,0.472,234,667,0.351,546,774,0.705,363,822,1185,430,240,76,461,657,2384,70.1,35,7050,728,1841,0.395,563,1258,0.448,165,583,0.283,525,870,0.603,459,809,1268,404,255,163,547,777,2146,61.3
"707",0,2011,825,818,40,8100,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,427,865,1292,583,328,140,452,735,2864,71.6,34,6825,813,1832,0.444,609,1255,0.485,204,577,0.354,422,648,0.651,340,813,1153,402,199,104,390,589,2252,66.2
"708",1,2011,723,535,34,6800,803,1828,0.439,637,1323,0.481,166,505,0.329,459,687,0.668,524,831,1355,485,234,146,424,503,2231,65.6,38,7700,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,431,906,1337,452,226,61,416,718,2707,71.2
"709",1,2011,850,536,34,6950,883,1853,0.477,686,1360,0.504,197,493,0.4,539,778,0.693,372,736,1108,487,227,86,404,654,2502,73.6,37,7475,1019,2267,0.449,707,1402,0.504,312,865,0.361,662,865,0.765,420,1005,1425,538,298,150,404,647,3012,81.4
"710",1,2011,676,549,34,6875,983,2145,0.458,738,1476,0.5,245,669,0.366,537,727,0.739,425,772,1197,558,329,171,431,689,2748,80.8,35,7025,848,1939,0.437,628,1288,0.488,220,651,0.338,496,742,0.668,454,783,1237,497,258,129,401,605,2412,68.9
"711",0,2011,559,533,41,8350,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,570,1056,1626,534,259,228,464,646,2967,72.4,34,6826,827,1855,0.446,593,1270,0.467,234,585,0.4,499,633,0.788,270,879,1149,491,160,106,380,612,2387,70.2
"712",1,2011,757,592,32,6475,742,1636,0.454,515,1025,0.502,227,611,0.372,459,610,0.752,277,761,1038,457,233,133,455,611,2170,67.8,37,7575,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,467,918,1385,521,221,131,452,545,2667,72.1
"713",1,2011,778,607,33,6625,807,1773,0.455,664,1346,0.493,143,427,0.335,556,783,0.71,354,714,1068,417,266,94,408,626,2313,70.1,35,7050,932,1947,0.479,729,1399,0.521,203,548,0.37,617,810,0.762,398,916,1314,542,254,132,473,649,2684,76.7
"714",1,2011,822,637,34,6850,840,1788,0.47,634,1226,0.517,206,562,0.367,563,764,0.737,363,903,1266,500,162,110,401,591,2449,72,34,6800,849,1939,0.438,612,1308,0.468,237,631,0.376,542,828,0.655,491,790,1281,474,208,154,498,692,2477,72.9
"715",1,2011,736,640,32,6525,788,1696,0.465,595,1165,0.511,193,531,0.363,446,609,0.732,315,790,1105,427,191,134,388,551,2215,69.2,38,7625,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,445,975,1420,482,211,239,406,601,2845,74.9
"716",0,2011,682,651,35,7069,851,1874,0.454,647,1273,0.508,204,601,0.339,506,751,0.674,484,827,1311,424,300,110,525,653,2412,68.9,35,7125,949,2097,0.453,640,1243,0.515,309,854,0.362,416,627,0.663,434,838,1272,608,327,175,459,671,2623,74.9
"717",1,2011,814,731,34,6951,881,1950,0.452,713,1435,0.497,168,515,0.326,576,810,0.711,400,813,1213,492,310,152,505,664,2506,73.7,34,6825,886,1866,0.475,684,1354,0.505,202,512,0.395,540,805,0.671,484,875,1359,595,160,111,396,610,2514,73.9
"718",1,2011,827,743,34,6875,848,1853,0.458,585,1145,0.511,263,708,0.371,622,837,0.743,370,885,1255,454,175,162,441,552,2581,75.9,37,7450,922,2007,0.459,635,1272,0.499,287,735,0.39,446,649,0.687,344,878,1222,548,220,155,383,587,2577,69.6
"719",0,2011,754,688,37,7450,991,2141,0.463,768,1502,0.511,223,639,0.349,455,653,0.697,472,924,1396,499,227,170,402,542,2660,71.9,32,6400,731,1708,0.428,477,1051,0.454,254,657,0.387,571,742,0.77,375,776,1151,371,191,62,454,609,2287,71.5
"720",0,2011,789,729,34,6875,868,1943,0.447,662,1360,0.487,206,583,0.353,458,656,0.698,374,844,1218,511,231,156,366,538,2400,70.6,34,6800,767,1748,0.439,551,1110,0.496,216,638,0.339,394,544,0.724,337,731,1068,413,151,82,357,530,2144,63.1
"721",0,2011,810,671,34,6876,830,1824,0.455,657,1295,0.507,173,529,0.327,549,808,0.679,405,863,1268,493,186,198,498,594,2382,70.1,34,6874,817,1894,0.431,597,1274,0.469,220,620,0.355,484,691,0.7,407,851,1258,509,219,167,454,648,2338,68.8
"722",0,2011,843,551,33,6600,783,1826,0.429,577,1215,0.475,206,611,0.337,531,747,0.711,469,758,1227,491,154,136,397,598,2303,69.8,34,6850,810,1827,0.443,593,1197,0.495,217,630,0.344,493,703,0.701,384,793,1177,445,272,161,447,624,2330,68.5
"723",0,2011,849,522,34,6849,798,1808,0.441,520,1064,0.489,278,744,0.374,436,533,0.818,355,733,1088,442,121,105,258,522,2310,67.9,35,7050,944,2045,0.462,617,1181,0.522,327,864,0.378,575,781,0.736,451,807,1258,575,338,118,481,729,2790,79.7
"724",1,2011,666,511,35,7075,891,1975,0.451,681,1336,0.51,210,639,0.329,532,782,0.68,421,825,1246,512,297,183,535,712,2524,72.1,38,7700,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,408,911,1319,536,197,98,484,707,2905,76.4
"725",1,2011,610,577,33,6700,746,1843,0.405,533,1185,0.45,213,658,0.324,492,759,0.648,367,803,1170,387,241,185,411,604,2197,66.6,37,7400,1040,2206,0.471,749,1428,0.525,291,778,0.374,622,826,0.753,446,953,1399,529,269,162,447,657,2993,80.9
"726",1,2011,794,595,33,6700,758,1719,0.441,577,1185,0.487,181,534,0.339,557,799,0.697,412,782,1194,444,215,51,426,602,2254,68.3,34,6825,827,1903,0.435,615,1269,0.485,212,634,0.334,482,725,0.665,422,910,1332,423,288,203,540,651,2348,69.1
"727",1,2011,829,602,33,6625,796,1819,0.438,586,1215,0.482,210,604,0.348,582,769,0.757,402,821,1223,450,208,125,391,578,2384,72.2,34,6875,876,1861,0.471,649,1287,0.504,227,574,0.395,495,718,0.689,364,824,1188,483,224,110,376,581,2474,72.8
"728",1,2011,817,623,33,6625,842,1836,0.459,658,1278,0.515,184,558,0.33,495,718,0.689,368,783,1151,509,268,124,412,635,2363,71.6,34,6825,894,1910,0.468,662,1310,0.505,232,600,0.387,393,539,0.729,342,836,1178,568,188,152,434,597,2413,71
"729",0,2011,636,528,38,7625,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,449,1026,1475,674,295,153,507,666,3084,81.2,35,7025,749,1865,0.402,484,1118,0.433,265,747,0.355,507,695,0.729,415,832,1247,345,189,129,418,635,2270,64.9
"730",1,2011,853,660,32,6500,784,1700,0.461,611,1174,0.52,173,526,0.329,565,756,0.747,328,802,1130,424,174,98,386,551,2306,72.1,37,7425,973,2094,0.465,782,1547,0.505,191,547,0.349,645,927,0.696,457,872,1329,574,265,134,454,622,2782,75.2
"731",1,2011,790,670,34,6850,837,1941,0.431,662,1358,0.487,175,583,0.3,527,770,0.684,464,815,1279,443,250,126,454,662,2376,69.9,35,7050,847,1889,0.448,564,1085,0.52,283,804,0.352,351,502,0.699,289,866,1155,480,168,69,351,587,2328,66.5
"732",0,2011,708,648,37,7424,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,525,1053,1578,573,232,204,493,597,2868,77.5,33,6654,928,2009,0.462,699,1374,0.509,229,635,0.361,645,999,0.646,479,898,1377,503,246,111,505,580,2730,82.7
"733",0,2011,717,503,34,6900,843,1832,0.46,570,1124,0.507,273,708,0.386,599,827,0.724,371,890,1261,563,156,128,364,517,2558,75.2,36,7325,892,2073,0.43,609,1288,0.473,283,785,0.361,457,649,0.704,363,874,1237,520,240,129,432,692,2524,70.1
"734",1,2011,820,720,34,6800,802,1871,0.429,568,1204,0.472,234,667,0.351,546,774,0.705,363,822,1185,430,240,76,461,657,2384,70.1,37,7425,1017,2059,0.494,732,1385,0.529,285,674,0.423,535,763,0.701,419,858,1277,587,263,118,375,519,2854,77.1
"735",1,2011,782,738,34,6828,713,1782,0.4,516,1209,0.427,197,573,0.344,446,693,0.644,384,825,1209,383,263,154,511,662,2069,60.9,34,6825,875,1957,0.447,640,1312,0.488,235,645,0.364,481,673,0.715,380,827,1207,538,211,141,354,605,2466,72.5
"736",0,2011,786,626,35,7050,936,1983,0.472,714,1355,0.527,222,628,0.354,474,713,0.665,429,879,1308,566,304,231,433,544,2568,73.4,34,6900,769,1793,0.429,534,1144,0.467,235,649,0.362,480,676,0.71,352,820,1172,431,212,145,476,684,2253,66.3
"737",0,2011,793,718,33,6632,821,1883,0.436,607,1271,0.478,214,612,0.35,364,540,0.674,315,769,1084,474,208,74,418,634,2220,67.3,35,7025,1052,2137,0.492,765,1370,0.558,287,767,0.374,601,834,0.721,451,915,1366,568,216,192,473,644,2992,85.5
"738",0,2011,825,603,40,8100,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,427,865,1292,583,328,140,452,735,2864,71.6,32,6426,809,1703,0.475,586,1072,0.547,223,631,0.353,417,568,0.734,324,757,1081,481,193,139,433,603,2258,70.6
"739",0,2011,840,604,35,7050,1061,2260,0.469,756,1439,0.525,305,821,0.371,480,712,0.674,488,879,1367,593,234,179,426,718,2907,83.1,33,6750,823,1822,0.452,667,1366,0.488,156,456,0.342,465,667,0.697,407,836,1243,495,211,162,444,541,2267,68.7
"740",1,2011,731,535,34,6825,886,1866,0.475,684,1354,0.505,202,512,0.395,540,805,0.671,484,875,1359,595,160,111,396,610,2514,73.9,38,7700,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,431,906,1337,452,226,61,416,718,2707,71.2
"741",1,2011,607,536,35,7050,932,1947,0.479,729,1399,0.521,203,548,0.37,617,810,0.762,398,916,1314,542,254,132,473,649,2684,76.7,37,7475,1019,2267,0.449,707,1402,0.504,312,865,0.361,662,865,0.765,420,1005,1425,538,298,150,404,647,3012,81.4
"742",0,2011,559,549,41,8350,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,570,1056,1626,534,259,228,464,646,2967,72.4,35,7025,848,1939,0.437,628,1288,0.488,220,651,0.338,496,742,0.668,454,783,1237,497,258,129,401,605,2412,68.9
"743",1,2011,810,592,34,6876,830,1824,0.455,657,1295,0.507,173,529,0.327,549,808,0.679,405,863,1268,493,186,198,498,594,2382,70.1,37,7575,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,467,918,1385,521,221,131,452,545,2667,72.1
"744",1,2011,843,640,33,6600,783,1826,0.429,577,1215,0.475,206,611,0.337,531,747,0.711,469,758,1227,491,154,136,397,598,2303,69.8,38,7625,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,445,975,1420,482,211,239,406,601,2845,74.9
"745",0,2011,743,682,37,7450,922,2007,0.459,635,1272,0.499,287,735,0.39,446,649,0.687,344,878,1222,548,220,155,383,587,2577,69.6,35,7069,851,1874,0.454,647,1273,0.508,204,601,0.339,506,751,0.674,484,827,1311,424,300,110,525,653,2412,68.9
"746",1,2011,789,754,34,6875,868,1943,0.447,662,1360,0.487,206,583,0.353,458,656,0.698,374,844,1218,511,231,156,366,538,2400,70.6,37,7450,991,2141,0.463,768,1502,0.511,223,639,0.349,455,653,0.697,472,924,1396,499,227,170,402,542,2660,71.9
"747",0,2011,849,637,34,6849,798,1808,0.441,520,1064,0.489,278,744,0.374,436,533,0.818,355,733,1088,442,121,105,258,522,2310,67.9,34,6800,849,1939,0.438,612,1308,0.468,237,631,0.376,542,828,0.655,491,790,1281,474,208,154,498,692,2477,72.9
"748",1,2011,793,511,33,6632,821,1883,0.436,607,1271,0.478,214,612,0.35,364,540,0.674,315,769,1084,474,208,74,418,634,2220,67.3,38,7700,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,408,911,1319,536,197,98,484,707,2905,76.4
"749",1,2011,670,577,35,7050,847,1889,0.448,564,1085,0.52,283,804,0.352,351,502,0.699,289,866,1155,480,168,69,351,587,2328,66.5,37,7400,1040,2206,0.471,749,1428,0.525,291,778,0.374,622,826,0.753,446,953,1399,529,269,162,447,657,2993,80.9
"750",1,2011,717,595,34,6900,843,1832,0.46,570,1124,0.507,273,708,0.386,599,827,0.724,371,890,1261,563,156,128,364,517,2558,75.2,34,6825,827,1903,0.435,615,1269,0.485,212,634,0.334,482,725,0.665,422,910,1332,423,288,203,540,651,2348,69.1
"751",0,2011,636,623,38,7625,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,449,1026,1475,674,295,153,507,666,3084,81.2,34,6825,894,1910,0.468,662,1310,0.505,232,600,0.387,393,539,0.729,342,836,1178,568,188,152,434,597,2413,71
"752",1,2011,786,660,35,7050,936,1983,0.472,714,1355,0.527,222,628,0.354,474,713,0.665,429,879,1308,566,304,231,433,544,2568,73.4,37,7425,973,2094,0.465,782,1547,0.505,191,547,0.349,645,927,0.696,457,872,1329,574,265,134,454,622,2782,75.2
"753",1,2011,840,708,35,7050,1061,2260,0.469,756,1439,0.525,305,821,0.371,480,712,0.674,488,879,1367,593,234,179,426,718,2907,83.1,37,7424,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,525,1053,1578,573,232,204,493,597,2868,77.5
"754",0,2011,720,602,37,7425,1017,2059,0.494,732,1385,0.529,285,674,0.423,535,763,0.701,419,858,1277,587,263,118,375,519,2854,77.1,34,6875,876,1861,0.471,649,1287,0.504,227,574,0.395,495,718,0.689,364,824,1188,483,224,110,376,581,2474,72.8
"755",0,2011,825,738,40,8100,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,427,865,1292,583,328,140,452,735,2864,71.6,34,6825,875,1957,0.447,640,1312,0.488,235,645,0.364,481,673,0.715,380,827,1207,538,211,141,354,605,2466,72.5
"756",1,2011,577,511,37,7400,1040,2206,0.471,749,1428,0.525,291,778,0.374,622,826,0.753,446,953,1399,529,269,162,447,657,2993,80.9,38,7700,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,408,911,1319,536,197,98,484,707,2905,76.4
"757",1,2011,849,535,34,6849,798,1808,0.441,520,1064,0.489,278,744,0.374,436,533,0.818,355,733,1088,442,121,105,258,522,2310,67.9,38,7700,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,431,906,1337,452,226,61,416,718,2707,71.2
"758",1,2011,754,559,37,7450,991,2141,0.463,768,1502,0.511,223,639,0.349,455,653,0.697,472,924,1396,499,227,170,402,542,2660,71.9,41,8350,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,570,1056,1626,534,259,228,464,646,2967,72.4
"759",0,2011,592,536,37,7575,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,467,918,1385,521,221,131,452,545,2667,72.1,37,7475,1019,2267,0.449,707,1402,0.504,312,865,0.361,662,865,0.765,420,1005,1425,538,298,150,404,647,3012,81.4
"760",1,2011,743,636,37,7450,922,2007,0.459,635,1272,0.499,287,735,0.39,446,649,0.687,344,878,1222,548,220,155,383,587,2577,69.6,38,7625,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,449,1026,1475,674,295,153,507,666,3084,81.2
"761",1,2011,720,640,37,7425,1017,2059,0.494,732,1385,0.529,285,674,0.423,535,763,0.701,419,858,1277,587,263,118,375,519,2854,77.1,38,7625,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,445,975,1420,482,211,239,406,601,2845,74.9
"762",0,2011,708,660,37,7424,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,525,1053,1578,573,232,204,493,597,2868,77.5,37,7425,973,2094,0.465,782,1547,0.505,191,547,0.349,645,927,0.696,457,872,1329,574,265,134,454,622,2782,75.2
"763",0,2011,825,595,40,8100,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,427,865,1292,583,328,140,452,735,2864,71.6,34,6825,827,1903,0.435,615,1269,0.485,212,634,0.334,482,725,0.665,422,910,1332,423,288,203,540,651,2348,69.1
"764",1,2011,592,535,37,7575,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,467,918,1385,521,221,131,452,545,2667,72.1,38,7700,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,431,906,1337,452,226,61,416,718,2707,71.2
"765",0,2011,559,511,41,8350,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,570,1056,1626,534,259,228,464,646,2967,72.4,38,7700,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,408,911,1319,536,197,98,484,707,2905,76.4
"766",1,2011,708,640,37,7424,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,525,1053,1578,573,232,204,493,597,2868,77.5,38,7625,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,445,975,1420,482,211,239,406,601,2845,74.9
"767",0,2011,825,636,40,8100,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,427,865,1292,583,328,140,452,735,2864,71.6,38,7625,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,449,1026,1475,674,295,153,507,666,3084,81.2
"768",1,2011,825,535,40,8100,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,427,865,1292,583,328,140,452,735,2864,71.6,38,7700,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,431,906,1337,452,226,61,416,718,2707,71.2
"769",1,2011,640,559,38,7625,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,445,975,1420,482,211,239,406,601,2845,74.9,41,8350,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,570,1056,1626,534,259,228,464,646,2967,72.4
"770",0,2011,559,535,41,8350,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,570,1056,1626,534,259,228,464,646,2967,72.4,38,7700,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,431,906,1337,452,226,61,416,718,2707,71.2
"771",1,2012,627,536,33,6676,1021,2033,0.502,767,1377,0.557,254,656,0.387,440,617,0.713,353,795,1148,638,241,71,414,559,2736,82.9,35,7000,977,2099,0.465,744,1420,0.524,233,679,0.343,540,771,0.7,381,966,1347,599,296,154,473,637,2727,77.9
"772",0,2012,835,685,35,7050,769,1952,0.394,574,1314,0.437,195,638,0.306,539,785,0.687,449,827,1276,385,195,146,534,691,2272,64.9,34,6875,812,2025,0.401,560,1248,0.449,252,777,0.324,456,708,0.644,447,810,1257,451,300,87,495,698,2332,68.6
"773",0,2012,771,539,36,7250,772,1765,0.437,603,1231,0.49,169,534,0.316,421,597,0.705,374,859,1233,423,200,137,485,552,2134,59.3,34,6800,893,1878,0.476,737,1448,0.509,156,430,0.363,477,641,0.744,341,841,1182,540,159,106,411,489,2419,71.1
"774",0,2012,828,643,36,7274,848,1914,0.443,657,1353,0.486,191,561,0.34,528,714,0.739,401,877,1278,475,221,86,445,627,2415,67.1,35,7024,902,2087,0.432,749,1633,0.459,153,454,0.337,616,855,0.72,497,890,1387,448,283,154,418,604,2573,73.5
"775",1,2012,748,521,35,7075,918,1963,0.468,634,1235,0.513,284,728,0.39,569,783,0.727,363,832,1195,500,236,65,370,567,2689,76.8,38,7626,1004,2148,0.467,745,1472,0.506,259,676,0.383,572,759,0.754,470,915,1385,570,286,178,522,674,2839,74.7
"776",1,2012,817,556,35,7125,942,2062,0.457,651,1263,0.515,291,799,0.364,496,734,0.676,408,910,1318,616,299,169,466,604,2671,76.3,36,7225,835,1874,0.446,636,1302,0.488,199,572,0.348,560,810,0.691,351,938,1289,422,210,117,468,614,2429,67.5
"777",1,2012,843,607,33,6775,838,1914,0.438,664,1331,0.499,174,583,0.298,496,739,0.671,493,767,1260,477,210,85,422,555,2346,71.1,33,6626,823,1740,0.473,608,1173,0.518,215,567,0.379,575,803,0.716,359,857,1216,455,223,105,433,514,2436,73.8
"778",1,2012,702,625,36,7225,970,2045,0.474,805,1540,0.523,165,505,0.327,707,1058,0.668,518,915,1433,498,244,154,533,630,2812,78.1,36,7200,949,1928,0.492,720,1397,0.515,229,531,0.431,655,858,0.763,383,857,1240,487,233,115,463,632,2782,77.3
"779",0,2012,629,559,34,6800,847,1888,0.449,554,1102,0.503,293,786,0.373,503,731,0.688,371,876,1247,484,196,96,419,547,2490,73.2,34,6875,858,1900,0.452,673,1343,0.501,185,557,0.332,435,657,0.662,415,858,1273,457,199,233,418,492,2336,68.7
"780",1,2012,772,637,34,6975,819,1975,0.415,604,1374,0.44,215,601,0.358,573,779,0.736,471,775,1246,374,205,98,377,651,2426,71.4,33,6675,812,1849,0.439,629,1303,0.483,183,546,0.335,536,799,0.671,471,756,1227,468,200,156,474,662,2343,71
"781",1,2012,835,640,35,7050,769,1952,0.394,574,1314,0.437,195,638,0.306,539,785,0.687,449,827,1276,385,195,146,534,691,2272,64.9,40,8001,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,487,1069,1556,531,242,344,453,593,3095,77.4
"782",0,2012,651,568,40,8100,963,2281,0.422,730,1548,0.472,233,733,0.318,568,826,0.688,519,994,1513,532,353,193,562,706,2727,68.2,33,6650,879,1969,0.446,624,1209,0.516,255,760,0.336,558,731,0.763,414,866,1280,455,184,116,388,673,2571,77.9
"783",0,2012,660,536,35,7000,919,2033,0.452,718,1437,0.5,201,596,0.337,599,831,0.721,414,854,1268,580,304,122,461,620,2638,75.4,35,7000,977,2099,0.465,744,1420,0.524,233,679,0.343,540,771,0.7,381,966,1347,599,296,154,473,637,2727,77.9
"784",0,2012,687,557,33,6650,811,1732,0.468,572,1128,0.507,239,604,0.396,551,761,0.724,360,746,1106,418,276,139,458,592,2412,73.1,32,6475,764,1621,0.471,575,1148,0.501,189,473,0.4,526,685,0.768,266,745,1011,389,172,60,408,606,2243,70.1
"785",0,2012,701,647,35,7025,876,1898,0.462,612,1199,0.51,264,699,0.378,529,748,0.707,395,925,1320,573,240,117,467,609,2545,72.7,34,6850,880,1880,0.468,659,1262,0.522,221,618,0.358,529,790,0.67,392,820,1212,476,242,92,439,527,2510,73.8
"786",0,2012,720,653,39,7800,1057,2219,0.476,858,1623,0.529,199,596,0.334,600,846,0.709,465,975,1440,568,281,125,459,630,2913,74.7,33,6600,755,1775,0.425,591,1291,0.458,164,484,0.339,548,762,0.719,429,725,1154,393,255,147,443,628,2222,67.3
"787",1,2012,814,786,34,6824,920,1907,0.482,697,1278,0.545,223,629,0.355,682,893,0.764,377,801,1178,566,283,88,456,612,2745,80.7,37,7425,1006,2156,0.467,773,1488,0.519,233,668,0.349,495,709,0.698,459,824,1283,564,338,255,388,574,2742,74.1
"788",1,2012,846,825,33,6700,912,1892,0.482,682,1272,0.536,230,620,0.371,491,656,0.748,356,893,1249,485,209,130,403,553,2545,77.1,36,7250,837,2040,0.41,570,1240,0.46,267,800,0.334,507,740,0.685,439,766,1205,433,379,131,409,646,2448,68
"789",0,2012,827,612,36,7276,885,1921,0.461,578,1129,0.512,307,792,0.388,538,770,0.699,373,871,1244,458,214,144,476,580,2615,72.6,31,6225,695,1490,0.466,510,972,0.525,185,518,0.357,458,613,0.747,262,741,1003,401,184,137,379,473,2033,65.6
